░ъзO,╖~зO,╣яе~зы╕ъи╞╖~жW║┘(дддх),╣яе~зы╕ъи╞╖~жW║┘(н^дх),░ъе~╣q╕▄,░ъе~╢╟пu,╣яе~и╞╖~жaз},░ъд║зы╕ъдH,░ъд║нt│dдH,░ъд║╣q╕▄,░ъд║╢╟пu,░ъд║жaз},▓╬д@╜s╕╣,еDнn└ч╖~╢╡е╪,о╓ну░O┐¤,о╓нудщ┤┴
╢Vлn,║▐▓z┼U░▌╖~,лnдш├╥ищк╤еўж│ннд╜еq,MIEN NAM SECURITIES JOINT STOCK COMPANY,,,28-30-32 NGUYEN THI NGHIA STREET BEN THANH WARD DIST 1 HCMC VIETNAM,╕sпq├╥ищк╤еўж│ннд╜еq,кЇлT│╟,02-7849888,,╗Oе_ел┤░д╞лn╕ЇдGмqд╗дE╕╣дQдн╝╙,22956035,├╥ищ╕gмЎд╬░]░╚║▐▓z┼U░▌╖~,,0990901
дще╗,╣qдl│]│╞д╬иф╣s▓╒еєзх╡o╖~,н╕з╗мьз▐дще╗ошжб╖|к└,"PHIHONG TECHNOLOGY JAPAN CO.,LTD",002-81-6-6241-3950,002-81-6-6241-3935,дjи┴елддеб░╧лnд[─_жx╦mе|дBе╪1╡f2╕╣▒s░є╡мDAIBILU 7╝╙,н╕з╗мьз▐к╤еўж│ннд╜еq,кLдде┴,02-9882126,2980-3072,оч╢щ┐д(┬┬)└tдs╢m╡╪и╚мьз▐╢щ░╧┤_┐│дT╕Ї568╕╣,30435973,╣q╖╜▓╒еєдз╢iдfбB│c╜цд╬з▐│Nдф┤й,,0990902
н^─▌╢}░╥╕sоq,┼уе▄╛╣д╬▓╫║▌╛ў╗s│y╖~,"LILEE SYSTEMS, LTD.","LILEE SYSTEMS, LTD.",1-408-988-8672,1-408-988-8672*200,"89 Nexus Way, Camana Bay, Grand Cayman, KYI-9007 Cayman IsIands",╜n│╨╕ъ│qк╤еўж│ннд╜еq,кL╛╦╗╩,02-66169990,02-86912394,╖sж╦ел╖sж╦мь╛╟дu╖~╢щ░╧╖sжw╕Їдн╕╣д@╝╙,12868358,дїио▓г╖~дu╖~╣q╕г,,0990907
м№░ъ,┐чоgд╬╣qдl┬х╛╟│]│╞╗s│y╖~,"U-SYSTEMS, INC.","U-SYSTEMS, INC.",02-35183956,02-66060076,114 BARKSALE PROFESSIOAAL CENTER IN THE CITY OF NEWARK COUNTY OF NEW CASTLE ZIP CODE 19711-3258.,╜n│╨╕ъ│qк╤еўж│ннд╜еq,кL╛╦╗╩,02-66169990,02-86912394,╖sж╦ел╖sж╦мь╛╟дu╖~╢щ░╧╖sжw╕Їдн╕╣д@╝╙,12868358,ж█░╩д╞п▌│б╢Wн╡кi╗Ў╛╣╗s│y,,0990907
н╗┤ф,,дд┴p│qлH(н╗┤ф)ж│ннд╜еq,дд┴p│qлH(н╗┤ф)ж│ннд╜еq,,,,╝w│╙мьз▐к╤еўж│ннд╜еq,кLй[╗╩,02-27853961#325,02-27863012,╗Oе_еллn┤ф░╧лn┤ф╕ЇдTмqднвпл╤дGд@╕╣дн╝╙,05094603,SBC┤╣д∙╗P▒┬┼vбB▓╛░╩╣qдl│q╕Ї░╙д╬ифеLдм░╩┤C┼щи╞╖~,,0990914
м№░ъ,ифеL╢ь╜ж╗sл~╗s│y╖~,UNIVACCO FOILS CORPORATION,UNIVACCO FOILS CORPORATION,+1-562-4041001,+1-562-4041137,"13906 BETTENCOURT STREET,CERRITOS, CALIFORNIA 90703, USA",йз╕Wмьз▐к╤еўж│ннд╜еq,╜▓░ъ└s,06-5703853-26,06-5702490,╗Oлnел│┬из░╧│┬издf1-13╕╣,23842911,е[дuйM╛P░т┐Sкў╜ддз╖~░╚,,0990920
н╗┤ф,зы╕ъ┼U░▌╖~,н^лa╣F▒▒к╤ж│ннд╜еq,н^лa╣F▒▒к╤ж│ннд╜еq,,,дE└sо№┤фл░о№мvддд▀1023л╟,н^╖~╣Fк╤еўж│ннд╜еq,┤┐м▒║a,02-8810721,,╗Oе_елдhкL░╧лс┤ф╡єд╗д╗╕╣,04322046,зы╕ъ╖~░╚(зt░]░╚д╬║▐▓z╡ее\пр),,0990921
м№░ъ,├─л~д╬┬х└°е╬л~зх╡o╖~,"SANTOS BIOTECH INDUSTRIES, INC.","SANTOS BIOTECH INDUSTRIES, INC.",,,"4-B VANDERBILT, IRVINE, CA 92618",и╬е═зы╕ък╤еўж│ннд╜еq,нS╢i░],06-6361516,,╗Oлn┐д(┬┬)╖s└чел6дз20╕╣,71122503,┬х└°▓гл~му╡oбB╢R╜цбBзы╕ъд╬ифеLм█├Ў╖~░╚,,0990924
н^─▌╢}░╥╕sоq,ифеLе·╣qзўо╞д╬д╕еє╗s│y╖~,GLOBAL LIGHTING TECHNOLOGIES INC.,GLOBAL LIGHTING TECHNOLOGIES INC.,,,"UGLAND HOUSE,P.O.BOX 309 GEORGE TOWN GRAND CAYMAN",╜n│╨╕ъ│qк╤еўж│ннд╜еq,кL╛╦╗╩,02-66169990,02-86912394,╖sж╦ел╖sж╦мь╛╟дu╖~╢щ░╧╖sжw╕Їдн╕╣д@╝╙,12868358,┼уе▄╛╣╛╔е·кOму╡o│]нpд╬е═▓г╛P░т,,0990927
м№░ъ,,TRANSCEND INFORMATION INC.,TRANSCEND INFORMATION INC.,,,,│╨иг╕ъ░Tк╤еўж│ннд╜еq,зЇ▒R╕U,,02-27923375,╗Oе_елд║┤Є░╧жцй╛╕Ї70╕╣,23446187,зы╕ъ,,0990929
н╗┤ф,ифеLе·╛╟╗Ў╛╣д╬│]│╞╗s│y╖~,JCD OPTICAL CORPORATION LIMITED,JCD OPTICAL CORPORATION LIMITED,,,"ROOM 1902,NAN FUNG CENTER,264-298CASTLE CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES.",дх╛чмьз▐к╤еўж│ннд╜еq,╛Gдхйv,02-82269088#8746,02-82269322,╖sе_елддйM░╧дде┐╕Ї738╕╣14╝╙,84498860,е·╡╪▓гл~│]нpд╬╛P░т,,0991004
н╗┤ф,,н╗┤фн^жw╣Fж│ннд╜еq,н╗┤фн^жw╣Fж│ннд╜еq,85224293118,,╖sм╔╕кпF│f┬d╜X└Y╕Ї88╕╣е├▒oзQ╝sж{1оy9╝╙1д╬12л╟,н^╖~╣Fк╤еўж│ннд╜еq,┤┐м▒║a,02-8810721,,╗Oе_елдhкL░╧лс┤ф╡єд╗д╗╕╣,04322046,┤ги╤ SPEAKER(┤н┴n╛╣)▓гл~дз╗s│yд╬│]нp╛P░т,,0991005
▓№─ї,е╝д└├■ифеL▒M╜цзх╡o╖~,ALPHA NETWORKS NL B.V.,ALPHA NETWORKS NL B.V.,,,PRINS BERNHARDPLEIN 200 1097 JB AMSTERDAM THE NETHERLANDS,й·оїмьз▐к╤еўж│ннд╜еq,зїддйЇ,03-5636666,03-5784721,╖sж╦елмь╛╟╢щ░╧дOжцдC╕Ї8╕╣,12800392,║Ї╕Ї│]│╞╢iеXдf╢R╜ц,,0991006
╢Vлn,┐√┼K┼▒│y╖~,еx╢ькe└R┐√┼K┐│╖~│dеЇж│ннд╜еq,FORMOSA HA TINH STEEL CORPORATION,84-039-722123,84-039-722112,кe└Rм┘й_н^┐дй_н^┬э┐│зQ░╧┐дйe┐ьд╜л╟,║╓└╖┐│╖~к╤еўж│ннд╜еq,д¤дх▓W,02-87701688,02-25474123,╢│кL┐ддцд╗ел║hдди╜е█║h╕Ї317╕╣,14001199,┐√┼KзM┴хбB┼▒│yбBе[дuд╬╛P░тбB┤фдf╕g└чбB─lе█└│е╬бB░к─lдЇкd╗s╛P,,0991011
н^─▌╢}░╥╕sоq,зы╕ъ┼U░▌╖~,▓╬д@дд░ъе°╖~▒▒к╤ж│ннд╜еq,UNI-PRESIDENT CHINA HOLDINGS LTD,,,CRICKET SQUARE HUTCHINS DRIVE P O BOX 2681 GRAND CAYMAN KY1-1111 CAYMAN ISLANDS,▓╬д@е°╖~к╤еўж│ннд╜еq,░к▓M║@,06-2532121,06-2536614,╗Oлnеле├▒d░╧╞Qжци╜дде┐╕Ї301╕╣,73251209,╣я┼U░▌кA░╚╖~д╬│╨╖~зы╕ъд╜еqдззы╕ъ,,0991013
┴·░ъ,дu╖~е╬╢ь╜ж╗sл~╗s│y╖~,WAH LEE KOREA CO LTD.,WAH LEE KOREA CO LTD.,82-070-8257-8738,82-31-384-2557,"#208,HYOSEONG INTELLIAN, 1594-1,GWANYANG-DONG,DONGAN-GU,ANYANG-SI,GYEONGGI-DO,431-060, KOREA",╡╪е▀е°╖~к╤еўж│ннд╜еq,▒i╖ч┤▄,07-2164311,07-2811480,░к╢пеллeкў░╧дде┐е|╕Ї235╕╣10╝╙,75514419,жXжи╛Ёп╫бBдu╖~е╬╢ь╜жбBм┴╝■┼╓║√бBлD┼Kкў─▌бB╝╥иу╛ў╛╣│]│╞,,0991015
н╗┤ф,,к@оцмьз▐ж│ннд╜еq,к@оцмьз▐ж│ннд╜еq,,,,┤╝ньмьз▐к╤еўж│ннд╜еq,л┼й·┤╝,03-5787888,,╖sж╦ел╖sж╦мь╛╟╢щ░╧дOжцд@╕ЇдQдздG╕╣,84149060,╣qдl╣s▓╒еє╛P░т,,0991025
┐DдjзQи╚,ифеL╛ў▒ё╛╣иузх╡o╖~,дhкL╣q╛ў(┐Dмw)ж│ннд╜еq,SHIHLIN ELECTRIC(AUSTRALIA) PTY.LTD..,,,SUITE 2 BUILDING VI OMNICO BUSINESS PARK 270 FERNTREE GULLY RDAD NOTTING HILL VICTORIA 3168 AUSTRALI,дhкL╣q╛ў╝tк╤еўж│ннд╜еq,│\▓Qнs,8342662,,╗Oе_елдhкL░╧дддsе_╕Їд╗мq90╕╣12╝╙,11039306,│c░тнл╣q│]│╞м█├Ў▓гл~,,0991028
м№░ъ,ифеL╛ў▒ё╛╣иузх╡o╖~,е┐╣Dе_м№д╜еq,"RIGHT WAY NORTH AMERICA,INC.",,,6221 NORTHWIND PARKWAY HOBART IN 46342,е┐╣Dдu╖~к╤еўж│ннд╜еq,кLдхп],06-2664101,,╗Oлn┐д(┬┬)┬kдп╢mдjе╥з°д@д╗дн╕╣,68193807,╛ў▒ё╣sеєзх╡o╖~░╚,,0991028
м№░ъ,ифеL╣qдO│]│╞╗s│y╖~,CEC DEVELOPMENT CORPORATION,CEC DEVELOPMENT CORPORATION,,,"941 Fourth Street, Suite 200M,Miami Beach FL33139",дджt└ЇлOдu╡{к╤еўж│ннд╜еq,зї╝y╢W,07-3306138,07-3394016,░к╢пеллe┬э░╧е┴┼vдG╕ЇдK╕╣дK╝╙,84252401,дu╖~бBе┴е╬дu╡{л╪│],,0991028
╖sе[йY,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,DELTA ELECTRONICS INT1(SINGAPORE)PTE.LTD.,DELTA ELECTRONICS INT1(SINGAPORE)PTE.LTD.,,,1 KAKI BUKIT ROAD 1 03-29 ENTERPRISE ONE SINGAPORE 415934,еx╣F╣qдlдu╖~к╤еўж│ннд╜еq,о№н^лT,87972088,,оч╢щел└tдs░╧дs│╗и╜┐│и╣╕Ї31дз1╕╣,34051920,╕g└ч╣qдl▓гл~дзму╡o╗P╛P░т,,0991029
н^─▌║√и╩╕sоq,е╝д└├■ифеL▒M╜цзх╡o╖~,UNIVERSE ENTERPRISES LTD.,UNIVERSE ENTERPRISES LTD.,,,3RD FLOOR OMAR HODGE BUILDING WUCKHAMS CAY I P.O.BOX 362 BVI,дjмv╢ь╜ждu╖~к╤еўж│ннд╜еq,│пе¤е═,02-3062131,,╗Oе_ел╕U╡╪░╧▓ўе·╕Ї310╕╣5бB6╝╙,15024509,д@пы╢TйЎ,,0991105
н╗┤ф,зы╕ъ┼U░▌╖~,░ой[н╗┤ф▒▒к╤ж│ннд╜еq,CYNTEC HOLDING (HK) LIMITED,,,,░ой[мьз▐к╤еўж│ннд╜еq,╝BмK▒°,03-5799829,03-5795854,╖sж╦елкFб@░╧мь╛╟дu╖~╢щ░╧му╡oдG╕Ї2╕╣,22099836,зы╕ъ╖~,,0991105
┬─╝пи╚,е╝д└├■ифеL▒M╜цзх╡o╖~,"SERCOMM TRADING CO., LTD.","SERCOMM TRADING CO., LTD.",,,P.O.BOX 217 APIA SAMOA,дд╜U╣qдlк╤еўж│ннд╜еq,д¤зBд╕,02-2655-3988,02-26553966,╗Oе_еллn┤ф░╧╢щ░╧╡є3-1╕╣8╝╙,86690573,оaе╬╖Lлм░Єжaеxм█├Ў▓гл~,,0991108
дще╗,ж█жцио╗s│y╖~,оcе╨ж█жциок╤еўж│ннд╜еq,MIYATA CYCLE CO. LTD.,,,кFи╩│г┤ф░╧жш╖s╛ЇдTдBе╪25╡f31╕╣,м№зQ╣Fдu╖~к╤еўж│ннд╜еq,┤┐▒]мW,04-8526171,,╣№д╞┐ддjз°╢mм№┤фз°м№┤ф╕Ї116╕╣,59052361,│c╜цеHд╬║√н╫ж█жциобB╕╦╕№д▐└║к║ж█жциод╬ифеLе╝╕╦╕№д▐└║к║ец│qдuиубAеHд╬и╛иa│]│╞╡е░╙л~д╬иф╢g├ф░╙л~бC,,0991109
м№░ъ,╣qж└╗s│y╖~,м№░╙│╒╢йпр╖╜к╤еўж│ннд╜еq,BLOOM ENERGY CORPORATION,,,"1209 ORANGE STREET,CITY OF WILMINGTON,COUNTY OF NEW CASTLE,STATE OF DELAWARE 19801",░кдO╝Ў│B▓zдu╖~к╤еўж│ннд╜еq,┴·┼у╣╪,03-4527005,,оч╢щ┐д(┬┬)дд├cелдu╖~░╧жNкLе_╕Ї2╕╣,35319185,йT║Aоёд╞кл┐Uо╞╣qж└╡o╣q╛ўдз╛P░тбB╗s│y╗Pму╡o,,0991112
дще╗,ифеL┬х└°╛╣зўд╬е╬л~╗s│y╖~,"3-D MATRIX, LTD.","3-D MATRIX, LTD.",,,3-2-4-6F KOJIMACHI CHIYODA-KU TOKYO 102-0083 JAPAN,и╬┬х░╖▒dи╞╖~к╤еўж│ннд╜еq,│┼╜ўкF,02-22251888,02-22212488,╖sе_елддйM░╧дде┐╕Ї880╕╣17╝╙,22854522,┤ги╤┬х└°▓г╖~╕ъ░T╡е,,0991117
н^─▌╢}░╥╕sоq,кў┐─▒▒к╤╖~,CRYSTALVUE CORPORATION(CAYMAN),CRYSTALVUE CORPORATION(CAYMAN),,,4TH FLOOR SCOTIA CENTRE P O BOX 2804 GRAND CAYMAN KY1-1112 CAYMAN ISLANDS,дп─_╣q╕гдu╖~к╤еўж│ннд╜еq,│\│╙╢п,02-27648446,,╗Oе_елд║┤Є░╧╖че·╕Ї581╕╣,21222725,▒▒к╤д╜еq,,0991123
н^─▌║√и╩╕sоq,е╝д└├■ифеL▒M╜цзх╡o╖~,C&D CAPITAL II CORP.,C&D CAPITAL II CORP.,,,OMC CHAMBERS WICKHAMS CAY 1 ROAD TOWN TORTOLA BVI,кF╢з╣ъ╖~╝tк╤еўж│ннд╜еq,зdе├┬╫,06-3560511,06-3566055,╗Oлnелжwлn░╧жwйM╕ЇдGмq98╕╣,68326665,▒M╖~зы╕ъ,,0991125
н^─▌║√и╩╕sоq,кў┐─▒▒к╤╖~,ж╩йM░ъ╗┌ж│ннд╜еq,PAIHO INTL LIMITED,,,"P.O. BOX 3444, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS",еx╞Wж╩йMдu╖~к╤еўж│ннд╜еq,╛G┤╦╖╤,04-7565307,04-7570670,╣№д╞┐дйMм№┬эжnн╫и╜йM┤ф╕Ї575╕╣,09468343,░ъ╗┌зы╕ъ,,0991126
┬─╝пи╚,жLиъ╣q╕ЇкO╗s│y╖~,"FIRST HI-TEC ENTERPRISE (SAMOA) CO., LTD.","FIRST HI-TEC ENTERPRISE (SAMOA) CO., LTD.",,,"Trust Net Chambers, Lotemau Certre, P.O. Box 1225, Apia, Samoa",░кз▐е°╖~к╤еўж│ннд╜еq,▒i┤║дs,03-3767800,,оч╢щ┐д(┬┬)оч╢щел┐│и╣╕Ї43л╤3╕╣,22773079,жLиъ╣q╕ЇкO,,0991129
╢Vлn,┐√┼Kкюй╡д╬└╜лм╖~,╢Vлnм№и╚│dеЇж│ннд╜еq,"VIETNAM MAYER CO.,LTD.",,,"29 DAI LO HUU NGHI, VSIP, THUAN AN DISTRICT, BINH DUONG PROVINCE, HCMC ,VIETNAM",м№и╚┐√║▐╝tк╤еўж│ннд╜еq,╢└мK╡o,02-2509-1199,02-2507-7827,╗Oе_еле┴┼vкF╕ЇдTмq2дз1╕╣12╝╙,44680700,е[дu┐√║▐е═▓г┐√кOд╬ифеLкў─▌▓гл~,,0991129
д┌жш,ифеL╛ў▒ё╛╣иузх╡o╖~,иод¤╣qдlд┌жшдlд╜еq,MOBILETRON COMERCIO DE AUTOPECAS E FERRAMENTAS LTDA.,(12)3903-9500,(12)7813-6109,RUA SALVIANO JOSE DA SILVA 445 CONDOMINIO EMPRESARIAL ELDORADO CEP:12.238-573-SAO JOSE DOS CAMPOS-SP,иод¤╣qдlк╤еўж│ннд╜еq,╜▓╕╬╝y,04-25683366,04-25673069,╗Oдделдj╢о░╧дд▓M╕Їе|мq85╕╣,04827138,╢R╜ц╣q░╩д╬оЁ░╩дuиу,,0991130
╢Vлn,┐√┼K┼▒│y╖~,еx╢ькe└R┐√┼K┐│╖~│dеЇж│ннд╜еq,FORMOSA HA TINH STEEL CORPORATION,84-039-722123,84-039-722112,кe└Rм┘й_н^┐дй_н^┬э┐│зQ░╧┐дйe┐ьд╜л╟,дд░ъ┐√┼Kк╤еўж│ннд╜еq,╣QнY╗Ї,07-8021111,07-8021561,░к╢пеллe┬э░╧дд┐√╕Ї1╕╣,30414175,┐√┼KзM┴хбB┼▒│yбBе[дuд╬╛P░тбB┤фдf╕g└чбB─lе█└│е╬бB░к─lдЇкd╗s╛P,,0991201
░ии╙жши╚,ифеLе·╛╟╗Ў╛╣д╬│]│╞╗s│y╖~,TEST RESEARCH INNOVATION MALAYSIA SDN BHD,TEST RESEARCH INNOVATION MALAYSIA SDN BHD,,,C11-1 GROUND FLOOR LORONG BAYAN INDAH3 BAY AVENUE 11900 BAYAN LEPAS PENANG,╝wл▀мьз▐к╤еўж│ннд╜еq,│п═k╖╜,02-28328918,02-28320598,╗Oе_елдhкL░╧╝wжцжш╕Їе|дн╕╣дC╝╙,23292535,╢R╜цбB╕g╛PбB╢iеXдfд╬зяи}е·╛╟╗Ў╛╣бB║ы▒K╗Ў╛╣бBж█░╩д╞└╦┤·иt▓╬д╬╗Pж╣м█├ЎдзжU║╪╗Ў╛╣╕╦╕m╡е,,0991206
жLл╫,иt▓╬лOе■кA░╚╖~,╝zд═╣qдl(жLл╫)д╜еq,EVERFOCUS ELECTRONICS INDIA  PRIVATE LIMITED,,,SUITE#803 HOUSEFIN BHAVAN C-21 BANDRA KURLA COMPLEX BANDRA(EAST) MUMBAI-400051,╝zд═╣qдlк╤еўж│ннд╜еq,зїй╛и},02-6982334*138,02-698-2380,╖sе_елж┴дю░╧╖sеxдн╕Їд@мq79╕╣12╝╙дз1,89639615,╝zд═╣qдlк╤еўж│ннд╜еq,,0991207
н╗┤ф,о№мvдЇ╣B╖~,е▀╝wо№╣Bк╤еўж│ннд╜еq,UNI-MORALITY LINES LIMITED,,,"UNIT 1801-2, 18/F, JUBILEE CENTRE, 46 GLOUCESTER ROAD, WANCHAI, HONG KONG",е┐╝wо№╣Bк╤еўж│ннд╜еq,╜▓и╣┼v,07-9697988,,░к╢пелнd╢о░╧о№├ф╕Ї31╕╣3╝╙,16467798,д@пызы╕ъ╖~,,0991213
н╗┤ф,,е┐▓╗о№╣Bк╤еўж│ннд╜еq,FRANBO LUCKY LINES LIMITED,,,"UNIT 1801-2, 18F JUBILEE CENTRE, 46 GLOUCESTER ROAD, WANCHAI",е┐╝wо№╣Bк╤еўж│ннд╜еq,╜▓и╣┼v,07-9697988,,░к╢пелнd╢о░╧о№├ф╕Ї31╕╣3╝╙,16467798,▓ю▓э╣B░e╖~,,0991213
н╗┤ф,о№мvдЇ╣B╖~,е┐╕qо№╣Bк╤еўж│ннд╜еq,FRANBO JUSTICE LINES LIMITED,25193703,,"UNIT 1801-2, 18F JUBILEE CENTRE, 46 GLOUCESTER ROAD, WANCHAI",е┐╝wо№╣Bк╤еўж│ннд╜еq,╜▓и╣┼v,07-9697988,,░к╢пелнd╢о░╧о№├ф╕Ї31╕╣3╝╙,16467798,▓ю▓э╣B░e╖~,,0991213
м№░ъ,ифеL▒Mк∙│]нpкA░╚╖~,CHUNGWHA PRECISION TEST TECH USA CORPORATION,CHUNGWHA PRECISION TEST TECH USA CORPORATION,,,2900 LAKESIDE DRIVE SUITE 160 CITY OF SANTA CLARA COUNTY OF SANTA CLARA,дд╡╪║ы┤·мьз▐к╤еўж│ннд╜еq,зїе@┤▄,03-4691234,,оч╢щелен┬э░╧дu╖~дT╕Ї15╕╣,27879121,жLиъ╣q╕ЇкO│]нpкA░╚,,0991220
дще╗,╣q╕гд╬иф╢g├ф│]│╞бB│n┼щзх╡o╖~,AVALUE JAPAN INC.,AVALUE JAPAN INC.,03-5807-2321,03-5807-2322,"3F ISHIYAMA-BLDG, 1-6-1 TAITO, TAITO-KU, TOKYO",жw╢╘мьз▐к╤еўж│ннд╜еq,╝B▓|║Ў,02-8226-2345,02-22286667,╖sе_елддйM░╧│sл░╕Ї228╕╣7╝╙,70604376,│q░T╛ў╛╣бB╣q╕гд╬иф╢g├фм█├Ў│]│╞╢}╡oбB╗s│yбB│c░тд╬╢iеXдf╡е╖~░╚,,0991220
┴·░ъ,╣qдlд╬еb╛╔┼ще═▓ге╬╛ў▒ё│]│╞╗s│y╖~,"MEGTAS CO., LTD.","MEGTAS CO., LTD.",82-41-411-9181,82-41-411-9199,"134 GUNSEO-RI, JIKSAN-EUB, SEOBUK-GU, CHEONAN, CHUNGUAM, 331-811, KOREA",йЇк┐мьз▐к╤еўж│ннд╜еq,╕пк°кL,03-5551771,03-5518381,╖sж╦┐дж╦е_елддйM╡єд@дндн╕╣,89647050,еb╛╔┼щ╕╦│╞╣sк■еє╗s│y╗Pе[дu│c╜ц░╙╡е,,0991220
н╗┤ф,ифеL│q░T╢╟╝╜│]│╞╗s│y╖~,жшлфмьз▐ж│ннд╜еq,жшлфмьз▐ж│ннд╜еq,,,,┤╢оцмьз▐к╤еўж│ннд╜еq,д¤оц┌z,02-86658068,02-86658060,╗Oе_┐д(┬┬)╖sй▒елдд┐│╕ЇдGмqд@дEдG╕╣д@дG╝╙дзд@,86298705,"░Єйє┤╝пр╛▐з@иt▓╬к║▓╛░╩дтл∙│q░Tиt▓╬,╛╔пшиt▓╬к║│n╡wеє╢}╡o,д╬м█├Ў╣qдlд╕╛╣еєк║╢iеXдf",,0991223
н╗┤ф,,┤I░ь░ъ╗┌╡oоiж│ннд╜еq,PREMIUM PLACE INTERNATIONAL DEVELOPMENT LIMITED,,,"RM. 1201, 12/F., CONNAUGHT COMM. BLDG., 185 WANCHAI RD., WANCHAI, HONG KONG",лnдп┤Єи|╝╓к╤еўж│ннд╜еq,зї▓Mкi,08-880-2880,,л╠кF┐д║бж{╢m║бж{з°дддs╕Ї205бB205-1ж▄205-311╕╣,23524280,д@пызы╕ъ╖~,,0991227
н╗┤ф,,жь│tмьз▐░ъ╗┌▒▒к╤к╤еўж│ннд╜еq,WAYS TECH INTERNATIONAL HOLDINGS CORP.,,,,жь│tмьз▐к╤еўж│ннд╜еq,╣∙е@дх,,,оч╢щ┐д(┬┬)дj╢щ╢mе┴е═╕Ї123-11╕╣,12894840,░ъ╗┌╢TйЎ,,0991230
░ии╙жши╚,е╝д└├■ифеL▒M╜цзх╡o╖~,м№и╚(оч╢щ)╣qдOк╤еўж│ннд╜еq,MEIYA(TAO YUAN) POWER COMPANY LIMITED,,,LEVEL 13(E) MAIN OFFICE TOWER FINANCIAL PARK LABUAN JALAN MERDEKA 8700 WP LABUAN MALAYSIA,еx╞WиT╣qж@е═к╤еўж│ннд╜еq,йP╝w┤f,02-29338181-321,02-29333884,╗Oе_ел├╣┤╡║╓╕Їд╗мqд@дTд╗╕╣е|╝╙,86685142,зы╕ъ▒▒к╤д╜еq,,0991231
╢ыоu║╕,кў┐─▒▒к╤╖~,INFORMATION SUPERGRID TECHNOLOGY GLOBAL INC.,INFORMATION SUPERGRID TECHNOLOGY GLOBAL INC.,,,1ST FLOOR DEKK HOUSE ZIPPORA STREET PROVIDENCE INDUSTRIAL ESTATE MAHE REUBLIC OF SEYCHELLES,╜n│╨╕ъ│qк╤еўж│ннд╜еq,кL╛╦╗╩,02-66169990,02-86912394,╖sж╦ел╖sж╦мь╛╟дu╖~╢щ░╧╖sжw╕Їдн╕╣д@╝╙,12868358,зы╕ъ▒▒к╤,,1000110
д┌жш,ифеLн╙дHкA░╚╖~,SMS INFOCOMM TECHNOLOGY SERVICES AND MANAGEMENT SOLUTIONS LTD.,SMS INFOCOMM TECHNOLOGY SERVICES AND MANAGEMENT SOLUTIONS LTD.,55-11 2078-9999,55-11 2078-9999,AVENIDA PIRAMBOIA 3654 BARUERI SAO PAULO ZIP CODE 06465-060,╜n│╨╕ъ│qк╤еўж│ннд╜еq,кL╛╦╗╩,02-66169990,02-86912394,╖sж╦ел╖sж╦мь╛╟дu╖~╢щ░╧╖sжw╕Їдн╕╣д@╝╙,12868358,л╚дс░тлскA░╚д╬╛P░т╡е,,1000118
дgж╒иф,╣q╕гд╬иф╢g├ф│]│╞бB│n┼щ╣s░т╖~,SMS INFOCOMM TEKNOLOJI  SERVIS LIMITED SIRKETI,SMS INFOCOMM TEKNOLOJI  SERVIS LIMITED SIRKETI,,,SUTCU YOLU CAD NO 62 D 1234 YENI SAHRA ATASEHIR ISTANBUL TURKEY,╜n│╨╕ъ│qк╤еўж│ннд╜еq,кL╛╦╗╩,02-66169990,02-86912394,╖sж╦ел╖sж╦мь╛╟дu╖~╢щ░╧╖sжw╕Їдн╕╣д@╝╙,12868358,жU║╪╣q╕г╣sеє╛P░тд╬░тлскA░╚,,1000126
м№░ъ,,"YAMA SEIKI USA, INC.","YAMA SEIKI USA, INC.",909-8656797,909-8651989,"670 UNION AVE. POMONA, CALIFORNIA 91768",и╚┤Q╛ў╣qк╤еўж│ннд╜еq,╖и╝w╡╪,035-885191,03-5889896,╖sж╦┐д╖sоH┬эдхдsи╜дG╛F├ЎоH╕ЇдЇио└Yмqд╗дGдE╕╣,22224692,╣q╕г▒▒июдuиу╛ўдз╛P░тбB║√н╫д╬кA░╚,,1000131
н╗┤ф,е╝д└├■ифеL╕ъ░Tи╤└│кA░╚╖~,лHоз╢Wп┼║Їоцмьз▐дд░ъж│ннд╜еq,лHоз╢Wп┼║Їоцмьз▐дд░ъж│ннд╜еq,,,,╜n│╨╕ъ│qк╤еўж│ннд╜еq,кL╛╦╗╩,02-66169990,02-86912394,╖sж╦ел╖sж╦мь╛╟дu╖~╢щ░╧╖sжw╕Їдн╕╣д@╝╙,12868358,╕ъ░Tмьз▐▓гл~дзму╡oд╬╛P░т,,1000208
н╗┤ф,,─_и╙░╥дє┤┴│fб]н╗┤фб^ж│ннд╜еq,"POLARIS MF GLOBAL FUTURESб]HKб^CO., LIMITED",,,"ROOM 1003-1, 10F, ADMIRALTY CENTRE, TOWER 1, 18 HARCOURT ROAD, ADMIRALTY",─_и╙░╥дє┤┴│fк╤еўж│ннд╜еq,╢P╗я╥▓,02-27008989,,╗Oе_елдjжw░╧┤░д╞лn╕ЇдGмq69╕╣10╝╙,97179282,кў┐─кA░╚,,1000210
